Group ,Subgroup,Language,State,Number of speakers1,Margin of Error2,"Speak English less than ""Very Well""1",Margin of Error2
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Krio,Nevada,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Pidgin,Nevada,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Romanian,Nevada,"1,760",476,745,298
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Welsh,Nevada,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Irish Gaelic,Nevada,115,89,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Scottic Gaelic,Nevada,45,50,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Albanian,Nevada,895,521,460,293
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Lithuanian,Nevada,245,140,110,72
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Latvian,Nevada,25,24,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Pashto,Nevada,145,143,85,105
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Chinese,Nevada,"17,580","1,562","10,470","1,078"
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Cantonese,Nevada,"4,495",816,"2,525",620
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Mandarin,Nevada,"4,375",700,"2,315",544
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Formosan,Nevada,"1,070",320,715,208
ASIAN AND PACIFIC ISLAND LANGUAGES,.Japanese,.Japanese,Nevada,"5,811",640,"2,349",455
ASIAN AND PACIFIC ISLAND LANGUAGES,.Korean,.Korean,Nevada,"10,507","1,252","6,413",892
ASIAN AND PACIFIC ISLAND LANGUAGES,".Mon-Khmer, Cambodian",".Mon-Khmer, Cambodian",Nevada,"1,198",382,617,259
ASIAN AND PACIFIC ISLAND LANGUAGES,.Hmong,.Hmong,Nevada,59,56,17,25
ASIAN AND PACIFIC ISLAND LANGUAGES,.Thai,.Thai,Nevada,"5,168",840,"3,029",592
ASIAN AND PACIFIC ISLAND LANGUAGES,.Laotian,.Laotian,Nevada,"1,842",614,"1,067",343
ASIAN AND PACIFIC ISLAND LANGUAGES,.Vietnamese,.Vietnamese,Nevada,"8,718","1,212","5,092",804
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kirghiz,Nevada,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Turkish,Nevada,805,334,160,120
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Mongolian,Nevada,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Telugu,Nevada,530,306,85,82
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kannada,Nevada,180,127,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Malayalam,Nevada,320,207,125,91
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tamil,Nevada,320,188,130,96
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Burmese,Nevada,205,162,80,68
ASIAN AND PACIFIC ISLAND LANGUAGES,.Tagalog,.Tagalog,Nevada,"69,278","2,827","21,527","1,446"
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Indonesian,Nevada,410,151,175,92
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Malay,Nevada,275,129,185,113
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Bisayan,Nevada,"1,015",462,350,182
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Sebuano,Nevada,315,125,105,59
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Pangasinan,Nevada,60,55,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Ilocano,Nevada,"1,905",514,795,298
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Bikol,Nevada,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Pampangan,Nevada,255,202,120,146
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Micronesian,Nevada,110,115,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Chamorro,Nevada,"1,065",309,130,89
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Kusaiean,Nevada,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Marshallese,Nevada,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Mokilese,Nevada,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Palau,Nevada,35,60,35,60
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Ponapean,Nevada,145,173,50,55
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Trukese,Nevada,15,22,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Samoan,Nevada,"2,985",959,"1,315",802
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Tongan,Nevada,620,271,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Fijian,Nevada,280,193,40,52
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Marquesan,Nevada,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Maori,Nevada,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Hawaiian,Nevada,565,254,80,94
ALL OTHER LANGUAGES,.Navajo,.Navajo,Nevada,"1,022",425,208,96
ALL OTHER LANGUAGES,.Other Native North American languages,..Aleut,Nevada,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Arapaho,Nevada,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Ojibwa,Nevada,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Salish,Nevada,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Haida,Nevada,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Apache,Nevada,20,24,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Mountain Maidu,Nevada,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Washo,Nevada,145,66,15,15
ALL OTHER LANGUAGES,.Other Native North American languages,..Walapai,Nevada,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Yavapai,Nevada,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Crow,Nevada,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Mandan,Nevada,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Dakota,Nevada,20,19,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Cherokee,Nevada,95,104,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Paiute,Nevada,740,167,80,42
ALL OTHER LANGUAGES,.Other Native North American languages,..Northern Paiute,Nevada,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Southern Paiute,Nevada,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Ute,Nevada,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Shoshoni,Nevada,570,151,100,53
ALL OTHER LANGUAGES,.Other Native North American languages,..Pima,Nevada,20,27,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..American Indian,Nevada,210,134,(D),(D)
ALL OTHER LANGUAGES,.Hungarian,.Hungarian,Nevada,"1,792",436,574,213
ALL OTHER LANGUAGES,.Arabic,.Arabic,Nevada,"5,964","1,052","2,000",527
ALL OTHER LANGUAGES,.Hebrew,.Hebrew,Nevada,"2,565",583,427,151
ALL OTHER LANGUAGES,.African languages,..Amharic,Nevada,"7,075","1,045","3,915",658
ALL OTHER LANGUAGES,.African languages,..Cushite,Nevada,575,303,410,268
ALL OTHER LANGUAGES,.African languages,..Swahili,Nevada,375,190,(D),(D)
ALL OTHER LANGUAGES,.African languages,..Bantu,Nevada,545,427,50,53
ALL OTHER LANGUAGES,.African languages,..Fulani,Nevada,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.African languages,"..Kru, Ibo, Yoruba",Nevada,715,272,105,109
ALL OTHER LANGUAGES,.African languages,..African,Nevada,340,196,225,129
ALL OTHER LANGUAGES,.Other and unspecified languages,..Finnish,Nevada,105,65,(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Caucasian,Nevada,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Basque,Nevada,90,60,45,51
ALL OTHER LANGUAGES,.Other and unspecified languages,..Syriac,Nevada,475,241,210,181
ALL OTHER LANGUAGES,.Other and unspecified languages,..Mayan languages,Nevada,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Uncodable,Nevada,90,51,(D),(D)
Total,Total,Total Speakers,New Hampshire,"1,251,055",206,"31,578","1,467"
English,English,English,New Hampshire,"1,150,977","2,529",(X),(X)
SPANISH AND SPANISH CREOLE,Spanish,..Spanish,New Hampshire,"26,815","1,209","9,680",832
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..French,New Hampshire,"24,025","1,422","4,645",477
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..Patois,New Hampshire,35,38,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.French Creole,.French Creole,New Hampshire,794,262,376,175
OTHER INDO-EUROPEAN LANGUAGES,.Italian,.Italian,New Hampshire,"1,798",315,217,96
OTHER INDO-EUROPEAN LANGUAGES,.Portuguese (incl. Portuguese Creole),..Portuguese,New Hampshire,"3,345",655,"1,365",483
OTHER INDO-EUROPEAN LANGUAGES,.German (incl. Luxembourgian),..German,New Hampshire,"3,920",502,345,101
OTHER INDO-EUROPEAN LANGUAGES,.Yiddish,.Yiddish,New Hampshire,14,26,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Dutch,New Hampshire,405,127,90,64
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Afrikaans,New Hampshire,50,44,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Swedish,New Hampshire,345,135,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Danish,New Hampshire,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Norwegian,New Hampshire,105,53,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Icelandic,New Hampshire,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Greek,.Greek,New Hampshire,"2,693",538,666,186
OTHER INDO-EUROPEAN LANGUAGES,.Russian,.Russian,New Hampshire,"1,774",417,575,199
OTHER INDO-EUROPEAN LANGUAGES,.Polish,.Polish,New Hampshire,"1,320",373,479,209
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbocroatian,New Hampshire,"1,410",438,655,268
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Croatian,New Hampshire,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbian,New Hampshire,85,86,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bielorussian,New Hampshire,20,29,20,29
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Ukrainian,New Hampshire,130,96,55,84
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Czech,New Hampshire,155,121,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovak,New Hampshire,65,57,45,43
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bulgarian,New Hampshire,110,84,60,61
OTHER INDO-EUROPEAN LANGUAGES,.Armenian,.Armenian,New Hampshire,210,101,47,38
OTHER INDO-EUROPEAN LANGUAGES,.Persian,.Persian,New Hampshire,205,113,86,74
OTHER INDO-EUROPEAN LANGUAGES,.Hindi,.Hindi,New Hampshire,"1,618",412,278,164
OTHER INDO-EUROPEAN LANGUAGES,.Gujarati,.Gujarati,New Hampshire,"1,138",405,544,292
OTHER INDO-EUROPEAN LANGUAGES,.Urdu,.Urdu,New Hampshire,717,481,277,196
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..India n.e.c.3,New Hampshire,485,344,45,53
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Bengali,New Hampshire,325,186,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Panjabi,New Hampshire,180,137,65,92
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Marathi,New Hampshire,305,210,110,123
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Oriya,New Hampshire,50,70,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Nepali,New Hampshire,"1,990",562,"1,550",461
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Sinhalese,New Hampshire,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,.Other Indo-European languages,New Hampshire,"1,545",367,389,176
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Jamaican Creole,New Hampshire,40,48,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Krio,New Hampshire,35,49,35,49
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Romanian,New Hampshire,720,247,135,86
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Welsh,New Hampshire,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Irish Gaelic,New Hampshire,175,90,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Scottic Gaelic,New Hampshire,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Albanian,New Hampshire,230,145,140,114
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Lithuanian,New Hampshire,110,63,40,44
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Latvian,New Hampshire,95,72,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Pashto,New Hampshire,25,62,20,43
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Kurdish,New Hampshire,70,95,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Chinese,New Hampshire,"3,725",616,"2,120",525
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Cantonese,New Hampshire,375,191,235,126
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Mandarin,New Hampshire,695,264,290,160
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Formosan,New Hampshire,70,64,50,58
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Wu,New Hampshire,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Japanese,.Japanese,New Hampshire,795,240,258,136
ASIAN AND PACIFIC ISLAND LANGUAGES,.Korean,.Korean,New Hampshire,"1,420",334,575,198
ASIAN AND PACIFIC ISLAND LANGUAGES,".Mon-Khmer, Cambodian",".Mon-Khmer, Cambodian",New Hampshire,792,300,179,98
ASIAN AND PACIFIC ISLAND LANGUAGES,.Hmong,.Hmong,New Hampshire,9,12,4,5
ASIAN AND PACIFIC ISLAND LANGUAGES,.Thai,.Thai,New Hampshire,237,116,92,70
ASIAN AND PACIFIC ISLAND LANGUAGES,.Laotian,.Laotian,New Hampshire,555,414,193,133
ASIAN AND PACIFIC ISLAND LANGUAGES,.Vietnamese,.Vietnamese,New Hampshire,"2,087",427,"1,348",333
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Turkish,New Hampshire,220,156,45,48
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Mongolian,New Hampshire,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Gondi,New Hampshire,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Telugu,New Hampshire,"1,415",383,235,102
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kannada,New Hampshire,170,121,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Malayalam,New Hampshire,270,181,80,80
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tamil,New Hampshire,560,292,65,66
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tibetan,New Hampshire,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Burmese,New Hampshire,80,96,40,54
ASIAN AND PACIFIC ISLAND LANGUAGES,.Tagalog,.Tagalog,New Hampshire,"1,078",346,279,152
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Indonesian,New Hampshire,900,333,565,253
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Malay,New Hampshire,55,59,55,58
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Minangkabau,New Hampshire,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Bisayan,New Hampshire,105,91,30,41
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Sebuano,New Hampshire,95,79,60,51
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Pampangan,New Hampshire,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Chamorro,New Hampshire,45,44,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Micmac,New Hampshire,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Abnaki,New Hampshire,15,17,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Okanogan,New Hampshire,75,104,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Chasta Costa,New Hampshire,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Dakota,New Hampshire,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Choctaw,New Hampshire,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Iroquois,New Hampshire,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..American Indian,New Hampshire,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Hungarian,.Hungarian,New Hampshire,187,120,13,20
ALL OTHER LANGUAGES,.Arabic,.Arabic,New Hampshire,"2,285",541,715,282
ALL OTHER LANGUAGES,.Hebrew,.Hebrew,New Hampshire,438,264,3,5
ALL OTHER LANGUAGES,.African languages,..Amharic,New Hampshire,50,74,(D),(D)
ALL OTHER LANGUAGES,.African languages,..Chadic,New Hampshire,65,55,35,38
ALL OTHER LANGUAGES,.African languages,..Cushite,New Hampshire,330,267,175,128
ALL OTHER LANGUAGES,.African languages,..Sudanic,New Hampshire,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.African languages,..Swahili,New Hampshire,645,323,285,260
ALL OTHER LANGUAGES,.African languages,..Bantu,New Hampshire,580,305,345,255
ALL OTHER LANGUAGES,.African languages,..Mande,New Hampshire,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.African languages,..Fulani,New Hampshire,170,204,(D),(D)
ALL OTHER LANGUAGES,.African languages,"..Kru, Ibo, Yoruba",New Hampshire,365,209,105,88
ALL OTHER LANGUAGES,.African languages,..Efik,New Hampshire,40,58,(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Finnish,New Hampshire,325,144,(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Estonian,New Hampshire,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other and unspecified languages,..Mayan languages,New Hampshire,95,133,(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Arawakian,New Hampshire,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other and unspecified languages,..Uncodable,New Hampshire,115,54,(B),--
Total,Total,Total Speakers,New Jersey,"8,294,499",235,"1,026,943","7,818"
English,English,English,New Jersey,"5,804,858","9,551",(X),(X)
SPANISH AND SPANISH CREOLE,Spanish,..Spanish,New Jersey,"1,277,000","5,689","593,490","5,153"
SPANISH AND SPANISH CREOLE,Spanish,..Ladino,New Jersey,(D),(D),(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..French,New Jersey,"35,985","1,674","8,330",648
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..Patois,New Jersey,"1,900",418,460,225
OTHER INDO-EUROPEAN LANGUAGES,.French Creole,.French Creole,New Jersey,"44,092","2,438","19,066","1,430"
OTHER INDO-EUROPEAN LANGUAGES,.Italian,.Italian,New Jersey,"78,856","2,467","23,863","1,312"
OTHER INDO-EUROPEAN LANGUAGES,.Portuguese (incl. Portuguese Creole),..Portuguese,New Jersey,"84,160","3,038","39,215","1,946"
OTHER INDO-EUROPEAN LANGUAGES,.Portuguese (incl. Portuguese Creole),..Papia Mentae,New Jersey,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.German (incl. Luxembourgian),..German,New Jersey,"27,405","1,356","4,260",509
OTHER INDO-EUROPEAN LANGUAGES,.German (incl. Luxembourgian),..Luxembourgian,New Jersey,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Yiddish,.Yiddish,New Jersey,"6,587",958,492,131
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Pennsylvania Dutch,New Jersey,50,56,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Dutch,New Jersey,"3,020",501,295,132
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Afrikaans,New Jersey,540,256,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Frisian,New Jersey,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Swedish,New Jersey,"1,255",262,55,46
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Danish,New Jersey,920,291,25,22
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Norwegian,New Jersey,970,214,145,89
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Icelandic,New Jersey,75,58,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Greek,.Greek,New Jersey,"20,843","1,562","5,113",640
OTHER INDO-EUROPEAN LANGUAGES,.Russian,.Russian,New Jersey,"44,795","2,255","18,888","1,368"
OTHER INDO-EUROPEAN LANGUAGES,.Polish,.Polish,New Jersey,"66,346","2,552","28,828","1,481"
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbocroatian,New Jersey,"2,540",668,"1,130",406
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Croatian,New Jersey,"3,490",635,"1,145",291
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbian,New Jersey,"2,935",560,"1,085",278
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bielorussian,New Jersey,60,67,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Ukrainian,New Jersey,"11,070","1,025","4,400",556
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Czech,New Jersey,"1,255",323,385,193
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovak,New Jersey,"3,540",669,"1,430",394
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bulgarian,New Jersey,"2,030",560,645,281
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Macedonian,New Jersey,"3,275",613,"1,470",364
