Group,Subgroup,Language,State,State_ID,Speakers,Margin of Error,"Speak English less than ""Very Well""",Margin of Error.1
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Kannada,Iowa,IA,260,124,30,38
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Malayalam,Iowa,IA,495,158,70,62
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Tamil,Iowa,IA,890,311,195,120
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Munda,Iowa,IA,10,11,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Tibetan,Iowa,IA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Burmese,Iowa,IA,330,150,305,151
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Karen,Iowa,IA,905,344,780,312
ASIAN AND PACIFIC ISLAND LANGUAGES,Tagalog,Tagalog,Iowa,IA,"2,348",382,676,181
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Indonesian,Iowa,IA,100,77,35,50
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Malagasy,Iowa,IA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Malay,Iowa,IA,265,243,145,140
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Bisayan,Iowa,IA,15,10,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Sebuano,Iowa,IA,70,50,40,42
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Ilocano,Iowa,IA,35,28,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Bikol,Iowa,IA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Micronesian,Iowa,IA,215,169,55,42
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Chamorro,Iowa,IA,165,229,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Marshallese,Iowa,IA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Mokilese,Iowa,IA,20,31,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Palau,Iowa,IA,50,73,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Ponapean,Iowa,IA,140,129,70,70
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Samoan,Iowa,IA,45,49,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Tongan,Iowa,IA,45,49,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Hawaiian,Iowa,IA,50,43,45,43
ALL OTHER LANGUAGES,Navajo,Navajo,Iowa,IA,39,33,,
ALL OTHER LANGUAGES,Other Native North American languages,Aleut,Iowa,IA,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Inupik,Iowa,IA,55,54,,
ALL OTHER LANGUAGES,Other Native North American languages,Algonquian,Iowa,IA,390,116,45,24
ALL OTHER LANGUAGES,Other Native North American languages,Arapaho,Iowa,IA,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Blackfoot,Iowa,IA,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Fox,Iowa,IA,250,75,60,27
ALL OTHER LANGUAGES,Other Native North American languages,French Cree,Iowa,IA,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Ojibwa,Iowa,IA,15,24,,
ALL OTHER LANGUAGES,Other Native North American languages,Crow,Iowa,IA,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Dakota,Iowa,IA,205,79,,
ALL OTHER LANGUAGES,Other Native North American languages,Chiwere,Iowa,IA,30,36,,
ALL OTHER LANGUAGES,Other Native North American languages,Winnebago,Iowa,IA,30,24,,
ALL OTHER LANGUAGES,Other Native North American languages,Omaha,Iowa,IA,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Mikasuki,Iowa,IA,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Muskogee,Iowa,IA,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Cherokee,Iowa,IA,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Mono,Iowa,IA,105,124,,
ALL OTHER LANGUAGES,Other Native North American languages,Tewa,Iowa,IA,,,,
ALL OTHER LANGUAGES,Other Native North American languages,American Indian,Iowa,IA,65,39,,
ALL OTHER LANGUAGES,Hungarian,Hungarian,Iowa,IA,82,46,44,34
ALL OTHER LANGUAGES,Arabic,Arabic,Iowa,IA,"4,593",789,"1,815",474
ALL OTHER LANGUAGES,Hebrew,Hebrew,Iowa,IA,268,136,,
ALL OTHER LANGUAGES,African languages,Amharic,Iowa,IA,545,225,220,162
ALL OTHER LANGUAGES,African languages,Berber,Iowa,IA,,,,
ALL OTHER LANGUAGES,African languages,Chadic,Iowa,IA,75,55,,
ALL OTHER LANGUAGES,African languages,Cushite,Iowa,IA,480,254,350,178
ALL OTHER LANGUAGES,African languages,Sudanic,Iowa,IA,640,328,310,151
ALL OTHER LANGUAGES,African languages,Nilotic,Iowa,IA,315,141,40,40
ALL OTHER LANGUAGES,African languages,Nilo-Hamitic,Iowa,IA,,,,
ALL OTHER LANGUAGES,African languages,Swahili,Iowa,IA,"1,110",309,370,195
ALL OTHER LANGUAGES,African languages,Bantu,Iowa,IA,930,414,420,241
ALL OTHER LANGUAGES,African languages,Mande,Iowa,IA,125,104,35,36
ALL OTHER LANGUAGES,African languages,Fulani,Iowa,IA,,,,
ALL OTHER LANGUAGES,African languages,"Kru, Ibo, Yoruba",Iowa,IA,525,212,85,72
ALL OTHER LANGUAGES,African languages,Efik,Iowa,IA,100,151,,
ALL OTHER LANGUAGES,African languages,Mbum (and related),Iowa,IA,110,160,,
ALL OTHER LANGUAGES,African languages,African,Iowa,IA,,,,
ALL OTHER LANGUAGES,Other and unspecified languages,Finnish,Iowa,IA,25,23,,
ALL OTHER LANGUAGES,Other and unspecified languages,Estonian,Iowa,IA,25,28,,
ALL OTHER LANGUAGES,Other and unspecified languages,Caucasian,Iowa,IA,80,100,40,50
ALL OTHER LANGUAGES,Other and unspecified languages,Syriac,Iowa,IA,55,54,,
ALL OTHER LANGUAGES,Other and unspecified languages,Mayan languages,Iowa,IA,75,89,75,89
ALL OTHER LANGUAGES,Other and unspecified languages,Uncodable,Iowa,IA,210,113,,
ENGLISH,English,English,Kansas,KS,"2,371,428","3,466",,
SPANISH AND SPANISH CREOLE,Spanish and Spanish Creole,Spanish,Kansas,KS,"195,105","2,333","85,125","2,115"
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",French,Kansas,KS,"4,715",567,885,223
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",Patois,Kansas,KS,70,50,,
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",Cajun,Kansas,KS,65,76,4,4
OTHER INDO-EUROPEAN LANGUAGES,French Creole,French Creole,Kansas,KS,337,187,18,40
OTHER INDO-EUROPEAN LANGUAGES,Italian,Italian,Kansas,KS,"1,058",266,258,133
OTHER INDO-EUROPEAN LANGUAGES,Portuguese (incl. Portuguese Creole),Portuguese,Kansas,KS,"1,340",336,410,199
OTHER INDO-EUROPEAN LANGUAGES,German (incl. Luxembourgian),German,Kansas,KS,"13,095",748,"1,950",290
OTHER INDO-EUROPEAN LANGUAGES,Yiddish,Yiddish,Kansas,KS,70,54,,
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Pennsylvania Dutch,Kansas,KS,540,138,40,31
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Dutch,Kansas,KS,"1,015",242,180,99
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Afrikaans,Kansas,KS,330,130,55,46
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Swedish,Kansas,KS,185,104,35,43
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Danish,Kansas,KS,120,72,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Norwegian,Kansas,KS,135,65,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Icelandic,Kansas,KS,125,180,,
OTHER INDO-EUROPEAN LANGUAGES,Greek,Greek,Kansas,KS,351,120,53,43
OTHER INDO-EUROPEAN LANGUAGES,Russian,Russian,Kansas,KS,"2,860",728,733,228
OTHER INDO-EUROPEAN LANGUAGES,Polish,Polish,Kansas,KS,469,187,75,59
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Serbocroatian,Kansas,KS,85,69,60,56
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Croatian,Kansas,KS,530,177,180,85
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Serbian,Kansas,KS,60,48,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Ukrainian,Kansas,KS,100,85,50,44
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Czech,Kansas,KS,195,67,45,36
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Slovak,Kansas,KS,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Bulgarian,Kansas,KS,320,204,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Macedonian,Kansas,KS,55,56,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Slovene,Kansas,KS,,,,
OTHER INDO-EUROPEAN LANGUAGES,Armenian,Armenian,Kansas,KS,113,71,11,21
OTHER INDO-EUROPEAN LANGUAGES,Persian,Persian,Kansas,KS,"1,485",441,472,192
OTHER INDO-EUROPEAN LANGUAGES,Hindi,Hindi,Kansas,KS,"2,919",534,275,128
OTHER INDO-EUROPEAN LANGUAGES,Gujarati,Gujarati,Kansas,KS,575,171,239,105
OTHER INDO-EUROPEAN LANGUAGES,Urdu,Urdu,Kansas,KS,"1,203",377,261,130
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,India,Kansas,KS,310,249,135,115
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Bengali,Kansas,KS,"1,050",318,245,104
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Panjabi,Kansas,KS,830,301,190,104
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Marathi,Kansas,KS,305,167,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Oriya,Kansas,KS,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Assamese,Kansas,KS,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Kashmiri,Kansas,KS,60,68,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Nepali,Kansas,KS,685,263,240,142
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Sindhi,Kansas,KS,30,45,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Pakistan,Kansas,KS,100,80,75,53
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Sinhalese,Kansas,KS,515,220,180,124
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Jamaican Creole,Kansas,KS,15,22,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Pidgin,Kansas,KS,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Romanian,Kansas,KS,270,190,95,64
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Irish Gaelic,Kansas,KS,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Albanian,Kansas,KS,60,61,40,50
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Lithuanian,Kansas,KS,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Latvian,Kansas,KS,40,47,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Pashto,Kansas,KS,70,85,60,82
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Kurdish,Kansas,KS,65,73,,
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Chinese,Kansas,KS,"8,665",881,"5,020",623
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Hakka,Kansas,KS,75,80,75,80
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Cantonese,Kansas,KS,560,268,340,224
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Mandarin,Kansas,KS,"1,175",276,480,157
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Formosan,Kansas,KS,240,110,80,59
ASIAN AND PACIFIC ISLAND LANGUAGES,Japanese,Japanese,Kansas,KS,"1,918",337,827,203
ASIAN AND PACIFIC ISLAND LANGUAGES,Korean,Korean,Kansas,KS,"3,556",630,"2,259",493
ASIAN AND PACIFIC ISLAND LANGUAGES,"Mon-Khmer, Cambodian","Mon-Khmer, Cambodian",Kansas,KS,655,228,289,124
ASIAN AND PACIFIC ISLAND LANGUAGES,Hmong,Hmong,Kansas,KS,"1,474",303,661,216
ASIAN AND PACIFIC ISLAND LANGUAGES,Thai,Thai,Kansas,KS,663,185,383,142
ASIAN AND PACIFIC ISLAND LANGUAGES,Laotian,Laotian,Kansas,KS,"3,672",696,"1,659",405
ASIAN AND PACIFIC ISLAND LANGUAGES,Vietnamese,Vietnamese,Kansas,KS,"12,557","1,040","7,663",669
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Kazakh,Kansas,KS,35,35,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Uighur,Kansas,KS,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Turkish,Kansas,KS,520,252,200,133
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Telugu,Kansas,KS,"2,135",497,485,230
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Kannada,Kansas,KS,190,111,30,44
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Malayalam,Kansas,KS,570,202,125,77
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Tamil,Kansas,KS,"1,080",326,145,78
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Burushaski,Kansas,KS,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Tibetan,Kansas,KS,15,18,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Burmese,Kansas,KS,905,372,830,363
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Karen,Kansas,KS,245,247,245,247
ASIAN AND PACIFIC ISLAND LANGUAGES,Tagalog,Tagalog,Kansas,KS,"3,786",486,"1,230",294
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Indonesian,Kansas,KS,375,133,95,60
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Malay,Kansas,KS,120,94,45,44
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Bisayan,Kansas,KS,200,112,130,87
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Sebuano,Kansas,KS,55,33,25,23
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Ilocano,Kansas,KS,50,70,45,68
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Micronesian,Kansas,KS,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Chamorro,Kansas,KS,35,30,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Kusaiean,Kansas,KS,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Palau,Kansas,KS,65,97,40,67
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Ponapean,Kansas,KS,205,152,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Melanesian,Kansas,KS,20,26,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Samoan,Kansas,KS,100,58,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Tongan,Kansas,KS,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Hawaiian,Kansas,KS,95,84,,
ALL OTHER LANGUAGES,Navajo,Navajo,Kansas,KS,641,217,69,61
ALL OTHER LANGUAGES,Other Native North American languages,Yupik,Kansas,KS,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Cheyenne,Kansas,KS,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Cree,Kansas,KS,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Kickapoo,Kansas,KS,40,30,,
ALL OTHER LANGUAGES,Other Native North American languages,Menomini,Kansas,KS,40,27,,
ALL OTHER LANGUAGES,Other Native North American languages,Miami,Kansas,KS,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Potawatomi,Kansas,KS,240,122,,
ALL OTHER LANGUAGES,Other Native North American languages,Apache,Kansas,KS,25,29,,
ALL OTHER LANGUAGES,Other Native North American languages,Sahaptian,Kansas,KS,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Yuma,Kansas,KS,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Dakota,Kansas,KS,165,105,,
ALL OTHER LANGUAGES,Other Native North American languages,Chiwere,Kansas,KS,15,10,,
ALL OTHER LANGUAGES,Other Native North American languages,Omaha,Kansas,KS,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Osage,Kansas,KS,20,25,,
ALL OTHER LANGUAGES,Other Native North American languages,Ponca,Kansas,KS,25,26,,
ALL OTHER LANGUAGES,Other Native North American languages,Choctaw,Kansas,KS,35,34,,
ALL OTHER LANGUAGES,Other Native North American languages,Muskogee,Kansas,KS,25,27,,
ALL OTHER LANGUAGES,Other Native North American languages,Keres,Kansas,KS,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Cherokee,Kansas,KS,235,107,,
ALL OTHER LANGUAGES,Other Native North American languages,Comanche,Kansas,KS,,,,
ALL OTHER LANGUAGES,Other Native North American languages,American Indian,Kansas,KS,80,58,,
ALL OTHER LANGUAGES,Hungarian,Hungarian,Kansas,KS,172,88,64,42
ALL OTHER LANGUAGES,Arabic,Arabic,Kansas,KS,"4,607",999,"1,599",435
ALL OTHER LANGUAGES,Hebrew,Hebrew,Kansas,KS,439,201,50,47
ALL OTHER LANGUAGES,African languages,Amharic,Kansas,KS,820,324,395,189
ALL OTHER LANGUAGES,African languages,Berber,Kansas,KS,340,358,170,199
ALL OTHER LANGUAGES,African languages,Chadic,Kansas,KS,,,,
ALL OTHER LANGUAGES,African languages,Cushite,Kansas,KS,940,316,515,194
ALL OTHER LANGUAGES,African languages,Nilotic,Kansas,KS,50,68,25,35
ALL OTHER LANGUAGES,African languages,Swahili,Kansas,KS,"2,815",616,525,207
ALL OTHER LANGUAGES,African languages,Bantu,Kansas,KS,380,213,75,91
ALL OTHER LANGUAGES,African languages,Mande,Kansas,KS,95,80,55,58
ALL OTHER LANGUAGES,African languages,Fulani,Kansas,KS,225,147,65,64
ALL OTHER LANGUAGES,African languages,"Kru, Ibo, Yoruba",Kansas,KS,615,266,30,42
ALL OTHER LANGUAGES,African languages,African,Kansas,KS,90,96,,
ALL OTHER LANGUAGES,Other and unspecified languages,Finnish,Kansas,KS,35,36,,
ALL OTHER LANGUAGES,Other and unspecified languages,Estonian,Kansas,KS,,,,
ALL OTHER LANGUAGES,Other and unspecified languages,Caucasian,Kansas,KS,,,,
ALL OTHER LANGUAGES,Other and unspecified languages,Syriac,Kansas,KS,,,,
ALL OTHER LANGUAGES,Other and unspecified languages,Mayan languages,Kansas,KS,165,153,165,153
ALL OTHER LANGUAGES,Other and unspecified languages,Uncodable,Kansas,KS,90,60,,
OTHER INDO-EUROPEAN LANGUAGES,English,English,Kentucky,KY,3879829,4073,,
SPANISH AND SPANISH CREOLE,Spanish,Spanish,Kentucky,KY,104471,2443,49237,1702
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",French,Kentucky,KY,7995,807,1825,316
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",Patois,Kentucky,KY,35,34,,
OTHER INDO-EUROPEAN LANGUAGES,French Creole,French Creole,Kentucky,KY,465,245,146,119
OTHER INDO-EUROPEAN LANGUAGES,Italian,Italian,Kentucky,KY,943,204,150,67
OTHER INDO-EUROPEAN LANGUAGES,Portuguese (incl. Portuguese Creole),Portuguese,Kentucky,KY,770,233,115,75
OTHER INDO-EUROPEAN LANGUAGES,German (incl. Luxembourgian),German,Kentucky,KY,13015,1379,3050,645
OTHER INDO-EUROPEAN LANGUAGES,Yiddish,Yiddish,Kentucky,KY,109,63,,
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Pennsylvania Dutch,Kentucky,KY,3440,768,1255,465
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Dutch,Kentucky,KY,1790,462,570,237
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Afrikaans,Kentucky,KY,115,81,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Swedish,Kentucky,KY,140,76,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Danish,Kentucky,KY,265,155,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Norwegian,Kentucky,KY,250,174,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Icelandic,Kentucky,KY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Greek,Greek,Kentucky,KY,802,306,168,144
OTHER INDO-EUROPEAN LANGUAGES,Russian,Russian,Kentucky,KY,2108,386,959,252
OTHER INDO-EUROPEAN LANGUAGES,Polish,Polish,Kentucky,KY,535,175,123,82
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Serbocroatian,Kentucky,KY,4825,753,2545,474
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Croatian,Kentucky,KY,115,97,,
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Serbian,Kentucky,KY,130,96,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Ukrainian,Kentucky,KY,1080,398,410,179
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Czech,Kentucky,KY,125,78,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Slovak,Kentucky,KY,85,47,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Bulgarian,Kentucky,KY,395,198,190,131
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Slovene,Kentucky,KY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Armenian,Armenian,Kentucky,KY,145,163,64,73
OTHER INDO-EUROPEAN LANGUAGES,Persian,Persian,Kentucky,KY,1021,340,377,134
OTHER INDO-EUROPEAN LANGUAGES,Hindi,Hindi,Kentucky,KY,2429,494,445,176
OTHER INDO-EUROPEAN LANGUAGES,Gujarati,Gujarati,Kentucky,KY,1266,451,429,205
OTHER INDO-EUROPEAN LANGUAGES,Urdu,Urdu,Kentucky,KY,1245,382,347,143
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,India,Kentucky,KY,355,304,90,97
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Bengali,Kentucky,KY,575,195,70,44
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Panjabi,Kentucky,KY,635,342,195,134
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Marathi,Kentucky,KY,355,200,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Oriya,Kentucky,KY,25,42,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Assamese,Kentucky,KY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Nepali,Kentucky,KY,1855,579,1185,485
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Sindhi,Kentucky,KY,40,44,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Pakistan,Kentucky,KY,30,53,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Sinhalese,Kentucky,KY,175,135,55,56
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Romany,Kentucky,KY,45,43,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Jamaican Creole,Kentucky,KY,35,42,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Krio,Kentucky,KY,30,37,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Pidgin,Kentucky,KY,15,18,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Catalonian,Kentucky,KY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Romanian,Kentucky,KY,470,222,215,141
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Welsh,Kentucky,KY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Irish Gaelic,Kentucky,KY,55,38,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Scottic Gaelic,Kentucky,KY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Albanian,Kentucky,KY,545,300,235,156
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Lithuanian,Kentucky,KY,60,50,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Latvian,Kentucky,KY,15,14,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Pashto,Kentucky,KY,20,23,15,19
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Kurdish,Kentucky,KY,140,124,60,56
